               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 142,              1.9129,              1.4331,              1.2506,             0.43789,             0.31862,             0.32151,             0.18654,                   0,                   0,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,              1.9076,              1.4278,              1.2479,             0.43722,             0.31923,             0.32134,             0.18641,                   0,                   0,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,              1.9093,              1.4306,              1.2522,             0.43827,             0.31884,             0.32124,             0.18651,                   0,                   0,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,              1.9118,              1.4248,              1.2484,             0.43904,             0.31888,             0.32119,             0.18659,                   0,                   0,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,              1.9089,              1.4302,              1.2496,             0.43989,             0.31952,             0.32151,             0.18655,                   0,                   0,                   0,            0.007129,            0.007129,            0.007129
                 147,              1.8937,              1.4143,              1.2499,             0.43843,             0.32039,             0.32156,             0.18658,                   0,                   0,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,              1.9217,              1.4313,              1.2497,              0.4383,             0.32045,             0.32148,             0.18679,                   0,                   0,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,              1.8967,                1.42,              1.2498,               0.438,             0.32008,              0.3216,             0.18673,                   0,                   0,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,              1.9098,              1.4205,              1.2472,             0.43723,             0.32044,             0.32161,             0.18672,                   0,                   0,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,              1.9204,              1.4378,              1.2502,             0.43642,             0.32015,             0.32163,             0.18688,                   0,                   0,                   0,             0.00703,             0.00703,             0.00703
                 152,              1.8995,              1.4201,              1.2475,             0.43886,             0.32002,             0.32176,             0.18708,                   0,                   0,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,              1.8999,              1.4161,              1.2426,              0.4397,             0.31886,             0.32157,             0.18719,                   0,                   0,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,              1.9092,              1.4152,               1.248,             0.43616,             0.31991,             0.32141,             0.18743,                   0,                   0,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,              1.8978,              1.4122,               1.246,             0.43684,             0.31913,              0.3218,             0.18757,                   0,                   0,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,              1.8971,              1.4175,               1.247,             0.43556,             0.32031,             0.32208,              0.1877,                   0,                   0,                   0,            0.006931,            0.006931,            0.006931
                 157,              1.9045,              1.4123,              1.2396,             0.43739,             0.31951,             0.32174,             0.18767,                   0,                   0,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,              1.8849,              1.4088,              1.2458,             0.43523,             0.31991,             0.32186,             0.18779,                   0,                   0,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,              1.9043,              1.4139,              1.2455,             0.43621,             0.32035,             0.32179,             0.18768,                   0,                   0,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,              1.9007,              1.4094,              1.2423,             0.43565,             0.31984,             0.32185,             0.18781,                   0,                   0,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,               1.891,              1.4047,              1.2438,              0.4352,             0.31979,             0.32164,              0.1876,                   0,                   0,                   0,            0.006832,            0.006832,            0.006832
                 162,              1.9032,              1.4194,              1.2482,             0.43566,             0.32022,             0.32207,             0.18774,                   0,                   0,                   0,           0.0068122,           0.0068122,           0.0068122
                 163,              1.8962,              1.4115,              1.2409,             0.43618,             0.32024,             0.32195,             0.18757,                   0,                   0,                   0,           0.0067924,           0.0067924,           0.0067924
                 164,              1.8942,              1.4087,              1.2412,             0.43574,             0.32022,             0.32177,             0.18765,                   0,                   0,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,              1.8969,              1.4088,              1.2427,             0.43503,             0.31985,             0.32188,             0.18779,                   0,                   0,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,              1.9036,              1.4156,              1.2442,             0.43409,             0.32075,             0.32218,             0.18807,                   0,                   0,                   0,            0.006733,            0.006733,            0.006733
                 167,              1.9007,              1.4071,              1.2417,             0.43418,             0.32076,             0.32216,             0.18801,                   0,                   0,                   0,           0.0067132,           0.0067132,           0.0067132
